date_created,notification_id,user_id,is_available,is_determined_to_adhere,is_perceived
2025-03-15T10:31:02.000+05:00,1,2,true,true,true
2025-03-15T12:03:16.000+05:00,8,2,true,false,true
2025-03-15T14:00:01.689+05:00,15,2,false,false,false
2025-03-15T16:31:19.000+05:00,22,2,true,true,true
2025-03-15T10:28:05.000+05:00,2,3,false,false,true
2025-03-15T12:17:29.000+05:00,9,3,true,true,true
2025-03-15T14:32:55.000+05:00,16,3,true,false,true
2025-03-15T16:00:02.157+05:00,23,3,false,false,false
2025-03-15T10:00:03.634+05:00,3,4,false,false,false
2025-03-15T12:00:03.050+05:00,10,4,false,false,false
2025-03-15T14:00:02.637+05:00,17,4,false,false,false
2025-03-15T16:06:23.000+05:00,24,4,true,true,true
2025-03-15T11:34:32.000+05:00,4,5,true,true,true
2025-03-15T14:15:44.000+05:00,11,5,true,true,true
2025-03-15T14:15:57.000+05:00,18,5,true,true,true
2025-03-15T16:01:02.000+05:00,25,5,true,true,true
2025-03-15T10:00:04.434+05:00,5,6,false,false,false
2025-03-15T12:00:03.878+05:00,12,6,false,false,false
2025-03-15T14:48:43.000+05:00,19,6,false,false,true
2025-03-15T16:06:23.000+05:00,26,6,true,true,true
2025-03-15T12:31:01.000+05:00,6,7,true,true,true
2025-03-15T12:31:58.000+05:00,13,7,true,false,true
2025-03-15T14:05:43.000+05:00,20,7,true,false,true
2025-03-15T16:00:04.404+05:00,27,7,false,false,false
2025-03-15T15:41:30.000+05:00,7,8,true,true,true
2025-03-15T15:41:42.000+05:00,14,8,true,true,true
2025-03-15T15:41:55.000+05:00,21,8,true,true,true
2025-03-15T16:55:32.000+05:00,28,8,true,true,true
