date_created,notification_id,user_id,is_available,is_determined_to_adhere,is_perceived
2025-04-01T10:10:25.000+05:00,477,2,true,true,true
2025-04-01T12:07:01.619+05:00,484,2,false,false,false
2025-04-01T14:07:02.375+05:00,491,2,false,false,false
2025-04-01T16:07:27.000+05:00,498,2,true,true,true
2025-04-01T10:07:02.582+05:00,478,3,false,false,false
2025-04-01T12:07:02.054+05:00,485,3,false,false,false
2025-04-01T14:23:15.000+05:00,492,3,true,true,true
2025-04-01T16:58:12.000+05:00,499,3,true,false,true
2025-04-01T11:06:46.000+05:00,479,4,true,true,true
2025-04-01T12:08:11.000+05:00,486,4,true,true,true
2025-04-01T14:08:07.000+05:00,493,4,true,false,true
2025-04-01T16:07:21.000+05:00,500,4,true,true,true
2025-04-01T10:09:53.000+05:00,480,5,true,true,true
2025-04-01T14:07:46.000+05:00,487,5,false,false,true
2025-04-01T14:09:33.000+05:00,494,5,true,true,true
2025-04-01T20:46:28.000+05:00,501,5,true,true,true
2025-04-01T10:07:03.857+05:00,481,6,false,false,false
2025-04-01T12:16:30.000+05:00,488,6,true,true,true
2025-04-01T14:07:04.122+05:00,495,6,false,false,false
2025-04-01T16:07:03.685+05:00,502,6,false,false,false
2025-04-01T10:07:04.363+05:00,482,7,false,false,false
2025-04-01T12:07:57.000+05:00,489,7,true,true,true
2025-04-01T14:07:04.597+05:00,496,7,false,false,false
2025-04-01T16:07:04.370+05:00,503,7,false,false,false
2025-04-01T10:20:28.000+05:00,483,8,false,false,true
2025-04-01T12:07:04.516+05:00,490,8,false,false,false
2025-04-01T14:07:05.014+05:00,497,8,false,false,false
2025-04-01T16:07:04.878+05:00,504,8,false,false,false
