date_created,notification_id,user_id,is_available,is_determined_to_adhere,is_perceived
2025-04-07T14:20:17.000+05:00,645,2,true,true,true
2025-04-07T16:19:01.976+05:00,652,2,false,false,false
2025-04-07T18:21:52.000+05:00,659,2,false,false,true
2025-04-07T20:19:02.356+05:00,666,2,false,false,false
2025-04-07T14:31:39.000+05:00,646,3,true,true,true
2025-04-07T16:25:03.000+05:00,653,3,true,false,true
2025-04-07T18:19:02.206+05:00,660,3,false,false,false
2025-04-07T20:19:02.813+05:00,667,3,false,false,false
2025-04-07T15:19:32.000+05:00,647,4,false,false,true
2025-04-07T16:28:06.000+05:00,654,4,true,true,true
2025-04-07T18:19:36.000+05:00,661,4,true,true,true
2025-04-07T20:27:41.000+05:00,668,4,true,true,true
2025-04-07T14:19:03.832+05:00,648,5,false,false,false
2025-04-07T16:19:03.441+05:00,655,5,false,false,false
2025-04-07T18:20:19.000+05:00,662,5,true,true,true
2025-04-07T20:19:03.643+05:00,669,5,false,false,false
2025-04-07T14:19:04.287+05:00,649,6,false,false,false
2025-04-07T16:19:03.915+05:00,656,6,false,false,false
2025-04-07T18:27:24.000+05:00,663,6,true,true,true
2025-04-07T21:28:57.000+05:00,670,6,true,true,true
2025-04-07T14:26:22.000+05:00,650,7,true,true,true
2025-04-07T16:19:04.387+05:00,657,7,false,false,false
2025-04-07T18:19:04.103+05:00,664,7,false,false,false
2025-04-07T20:19:04.572+05:00,671,7,false,false,false
2025-04-07T14:33:59.000+05:00,651,8,true,true,true
2025-04-07T17:46:35.000+05:00,658,8,true,true,true
2025-04-07T19:17:35.000+05:00,665,8,true,true,true
2025-04-07T20:52:24.000+05:00,672,8,true,true,true
