date_created,notification_id,user_id,is_available,is_determined_to_adhere,is_perceived
2025-03-23T10:15:01.770+05:00,225,2,false,false,false
2025-03-23T12:15:02.252+05:00,232,2,false,false,false
2025-03-23T14:47:04.000+05:00,239,2,true,true,true
2025-03-23T16:27:47.000+05:00,246,2,true,true,true
2025-03-23T10:15:02.202+05:00,226,3,false,false,false
2025-03-23T12:31:54.000+05:00,233,3,true,true,true
2025-03-23T14:29:50.000+05:00,240,3,false,false,true
2025-03-23T16:15:02.857+05:00,247,3,false,false,false
2025-03-23T10:15:02.597+05:00,227,4,false,false,false
2025-03-23T12:15:03.106+05:00,234,4,false,false,false
2025-03-23T14:15:02.822+05:00,241,4,false,false,false
2025-03-23T16:15:03.280+05:00,248,4,false,false,false
2025-03-23T10:16:55.000+05:00,228,5,true,true,true
2025-03-23T12:15:20.000+05:00,235,5,true,true,true
2025-03-23T17:04:25.000+05:00,242,5,false,false,true
2025-03-23T17:05:51.000+05:00,249,5,true,true,true
2025-03-23T10:15:03.453+05:00,229,6,false,false,false
2025-03-23T12:59:04.000+05:00,236,6,true,true,true
2025-03-23T14:15:03.762+05:00,243,6,false,false,false
2025-03-23T16:50:01.000+05:00,250,6,true,true,true
2025-03-23T10:15:03.910+05:00,230,7,false,false,false
2025-03-23T12:37:16.000+05:00,237,7,true,true,true
2025-03-23T14:15:04.230+05:00,244,7,false,false,false
2025-03-23T16:15:04.639+05:00,251,7,false,false,false
2025-03-23T10:15:04.402+05:00,231,8,false,false,false
2025-03-23T12:15:04.859+05:00,238,8,false,false,false
2025-03-23T16:05:19.000+05:00,245,8,true,true,true
2025-03-23T17:46:56.000+05:00,252,8,true,true,true
