location,mood,device_type,user_id,notification_id,ongoing_activity,connection_rate,is_appropriate_time,is_busy,is_silent,location_distraction_rate,motivation_rate,surrounding_people,surrounding_people_distraction_rate,sleep_hours,work_hours
At work,Somewhat positive,Smartphone,2,533,Working,4,true,false,false,2,4,With colleagues,2,7,4
At work,Neutral,Smartphone,2,540,Working,4,true,false,false,3,4,With colleagues,1,7,6
In transit,Somewhat negative,Smartphone,2,547,Commuting,4,false,true,false,4,2,In a public,4,7,8
Outdoors,Neutral,Smartphone,2,554,Exercising,4,true,false,false,4,3,In a public,3,7,8
At home,Neutral,Smartphone,3,534,Watching TV,4,true,false,false,1,3,With friends,2,8,1
At work,Somewhat negative,Laptop/Desktop,3,541,Working,4,false,true,false,5,2,With colleagues,5,8,3
At work,Very negative,Laptop/Desktop,3,548,Working,3,false,true,false,5,1,With colleagues,5,8,5
In transit,Somewhat positive,Smartwatch,3,555,Commuting,3,true,false,false,4,3,In a public,5,8,7
At work,Neutral,Laptop/Desktop,4,535,Working,2,true,false,true,1,3,With colleagues,1,8,3
At work,Neutral,Laptop/Desktop,4,542,Working,3,true,false,false,3,3,With colleagues,1,8,5
In transit,Neutral,Smartphone,4,549,Commuting,3,false,true,false,4,3,In a public,4,8,6
Outdoors,Neutral,Smartphone,4,556,Other,2,true,false,false,1,3,With friends,1,8,6
At home,Very positive,Smartphone,5,536,Exercising,3,true,false,false,1,5,Alone,1,6,0
At home,Somewhat negative,Smartphone,5,543,Sleeping,2,false,true,false,2,2,Alone,2,7,0
In transit,Very positive,Smartphone,5,550,Commuting,2,false,true,false,4,3,In a public,5,8,0
Outdoors,Very positive,Smartphone,5,557,Studying,3,false,true,false,4,2,With friends,5,8,0
Outdoors,Neutral,Smartphone,6,537,Other,3,true,false,false,3,3,With friends,3,6,2
Outdoors,Neutral,Smartphone,6,544,Commuting,1,true,true,false,1,3,Alone,3,7,2
Outdoors,Neutral,Smartphone,6,551,Commuting,1,true,true,false,1,4,Alone,2,7,2
At home,Very positive,Smartphone,6,558,Sleeping,4,false,true,false,3,5,Alone,3,7,3
At home,Somewhat positive,Smartphone,7,538,Studying,4,true,false,false,1,4,Alone,1,8,0
At home,Somewhat positive,Smartphone,7,545,Studying,4,true,false,false,1,4,Alone,1,8,0
At home,Somewhat negative,Smartphone,7,552,Working,4,false,true,false,4,2,Alone,1,8,1
At home,Somewhat negative,Smartphone,7,559,Working,4,false,true,false,3,2,Alone,1,8,3
At work,Neutral,Smartphone,8,539,Working,4,true,false,false,2,5,With colleagues,2,9,3
At work,Somewhat positive,Smartphone,8,546,Working,4,true,false,false,2,4,With colleagues,2,0,2
At work,Very positive,Smartphone,8,553,Working,4,true,false,false,2,5,With colleagues,2,0,2
At work,Very positive,Smartphone,8,560,Working,4,true,false,false,2,5,With colleagues,2,0,2
