date_created,notification_id,user_id,is_available,is_determined_to_adhere,is_perceived
2025-03-21T10:00:02.184+05:00,169,2,false,false,false
2025-03-21T12:01:33.000+05:00,176,2,true,true,true
2025-03-21T14:08:24.000+05:00,183,2,true,true,true
2025-03-21T16:13:27.000+05:00,190,2,true,true,true
2025-03-21T10:00:02.626+05:00,170,3,false,false,false
2025-03-21T12:00:02.209+05:00,177,3,false,false,false
2025-03-21T14:00:02.130+05:00,184,3,false,false,false
2025-03-21T18:25:39.000+05:00,191,3,true,true,true
2025-03-21T10:00:03.047+05:00,171,4,false,false,false
2025-03-21T12:00:02.718+05:00,178,4,false,false,false
2025-03-21T14:00:02.653+05:00,185,4,false,false,false
2025-03-21T18:30:31.000+05:00,192,4,true,true,true
2025-03-21T10:00:38.000+05:00,172,5,false,false,true
2025-03-21T20:48:18.000+05:00,179,5,true,true,true
2025-03-21T20:50:19.000+05:00,186,5,false,false,true
2025-03-21T20:53:22.000+05:00,193,5,false,false,true
2025-03-21T10:00:03.891+05:00,173,6,false,false,false
2025-03-21T12:03:00.000+05:00,180,6,true,true,true
2025-03-21T14:17:54.000+05:00,187,6,true,true,true
2025-03-21T17:52:47.000+05:00,194,6,true,true,true
2025-03-21T10:00:04.364+05:00,174,7,false,false,false
2025-03-21T12:00:04.293+05:00,181,7,false,false,false
2025-03-21T14:00:04.156+05:00,188,7,false,false,false
2025-03-21T16:00:20.000+05:00,195,7,true,true,true
2025-03-21T10:00:04.798+05:00,175,8,false,false,false
2025-03-21T12:00:04.763+05:00,182,8,false,false,false
2025-03-21T14:00:04.565+05:00,189,8,false,false,false
2025-03-21T16:00:05.465+05:00,196,8,false,false,false
