location,mood,device_type,user_id,notification_id,ongoing_activity,connection_rate,is_appropriate_time,is_busy,is_silent,location_distraction_rate,motivation_rate,surrounding_people,surrounding_people_distraction_rate,sleep_hours,work_hours
At home,Neutral,Smartphone,2,169,Sleeping,4,true,true,false,1,3,Alone,1,8,0
At home,Somewhat positive,Smartphone,2,176,Other,4,true,false,false,3,4,Alone,1,8,0
At home,Somewhat positive,Smartphone,2,183,Other,4,true,false,false,3,4,With family,2,8,0
In transit,Neutral,Smartphone,2,190,Commuting,4,true,false,false,2,3,In a public,1,6,0
At home,Somewhat negative,Smartphone,3,170,Sleeping,2,false,true,false,1,1,Alone,1,8,0
At home,Neutral,Smartphone,3,177,Other,3,true,true,false,1,2,With family,5,8,0
In transit,Very negative,Smartwatch,3,184,Commuting,3,true,true,false,5,1,In a public,5,8,0
At home,Very positive,Smartphone,3,191,Using social media,4,true,false,false,1,5,Alone,1,8,0
Outdoors,Somewhat positive,Laptop/Desktop,4,171,Working,3,true,false,false,1,2,Alone,1,8,2
Outdoors,Somewhat positive,Laptop/Desktop,4,178,Working,3,true,false,false,2,3,Alone,1,8,4
At home,Neutral,Laptop/Desktop,4,185,Other,2,true,true,false,2,3,With family,2,8,5
At home,Somewhat positive,Laptop/Desktop,4,192,Other,3,true,false,false,3,4,With family,3,10,7
In transit,Neutral,Smartphone,5,172,Commuting,2,false,true,false,4,2,With family,2,9,0
At home,Somewhat positive,Smartphone,5,179,Working,3,true,false,false,2,4,Alone,1,9,3
At home,Somewhat negative,Smartphone,5,186,Working,2,false,true,false,4,2,With family,4,9,5
At home,Neutral,Smartphone,5,193,Using social media,3,false,false,false,2,3,Alone,2,9,6
At home,Neutral,Smartphone,6,173,Sleeping,3,false,true,false,3,3,Alone,3,7,2
Outdoors,Somewhat positive,Smartphone,6,180,Working,3,true,false,false,3,4,With friends,4,7,2
Outdoors,Somewhat positive,Smartphone,6,187,Exercising,3,true,false,false,3,4,Alone,3,7,2
At home,Somewhat positive,Smartphone,6,194,Working,3,false,false,false,3,3,Alone,3,7,2
At home,Neutral,Smartphone,7,174,Sleeping,3,false,true,false,3,1,Alone,1,6,0
At home,Neutral,Smartphone,7,181,Other,4,true,true,true,3,3,With family,4,8,0
At home,Neutral,Smartphone,7,188,Commuting,3,true,true,true,3,3,With family,4,8,0
At home,Somewhat positive,Smartphone,7,195,Studying,3,true,false,false,1,4,Alone,1,8,0
At home,Somewhat positive,Smartphone,8,175,Watching TV,4,true,false,false,1,4,With family,2,8,0
At home,Very positive,Laptop/Desktop,8,182,Exercising,4,true,false,false,1,5,Alone,1,0,0
At home,Very positive,Smartphone,8,189,Commuting,4,true,false,false,1,5,Alone,1,0,0
At home,Somewhat negative,Other,8,196,Studying,4,true,false,false,2,2,With family,2,0,0
