date_created,notification_id,user_id,is_available,is_determined_to_adhere,is_perceived
2025-03-30T10:07:02.287+05:00,421,2,false,false,false
2025-03-30T12:07:01.697+05:00,428,2,false,false,false
2025-03-30T14:16:05.000+05:00,435,2,true,true,true
2025-03-30T16:07:02.276+05:00,442,2,false,false,false
2025-03-30T10:07:39.000+05:00,422,3,true,true,true
2025-03-30T12:07:02.150+05:00,429,3,false,false,false
2025-03-30T14:07:02.999+05:00,436,3,false,false,false
2025-03-30T18:24:45.000+05:00,443,3,true,true,true
2025-03-30T10:07:03.086+05:00,423,4,false,false,false
2025-03-30T12:07:02.618+05:00,430,4,false,false,false
2025-03-30T14:07:03.505+05:00,437,4,false,false,false
2025-03-30T16:07:03.200+05:00,444,4,false,false,false
2025-03-30T21:52:16.000+05:00,424,5,true,true,true
2025-03-30T21:53:37.000+05:00,431,5,false,false,true
2025-03-30T21:57:40.000+05:00,438,5,true,true,true
2025-03-30T21:59:58.000+05:00,445,5,true,true,true
2025-03-30T10:07:03.926+05:00,425,6,false,false,false
2025-03-30T12:37:20.000+05:00,432,6,true,true,true
2025-03-30T15:59:34.000+05:00,439,6,true,true,true
2025-03-30T20:34:34.000+05:00,446,6,false,false,true
2025-03-30T10:43:29.000+05:00,426,7,false,false,true
2025-03-30T12:07:31.000+05:00,433,7,true,true,true
2025-03-30T14:07:04.961+05:00,440,7,false,false,false
2025-03-30T16:07:04.509+05:00,447,7,false,false,false
2025-03-30T10:07:04.879+05:00,427,8,false,false,false
2025-03-30T12:07:04.657+05:00,434,8,false,false,false
2025-03-30T14:07:05.403+05:00,441,8,false,false,false
2025-03-30T16:07:04.928+05:00,448,8,false,false,false
