date_created,notification_id,user_id,is_available,is_determined_to_adhere,is_perceived
2025-04-04T14:19:40.000+05:00,561,2,true,true,true
2025-04-04T16:25:03.000+05:00,568,2,true,true,true
2025-04-04T18:19:19.000+05:00,575,2,true,true,true
2025-04-04T20:19:02.237+05:00,582,2,false,false,false
2025-04-04T15:21:08.000+05:00,562,3,true,true,true
2025-04-04T17:18:30.000+05:00,569,3,true,false,true
2025-04-04T18:20:32.000+05:00,576,3,true,true,true
2025-04-04T20:19:02.726+05:00,583,3,false,false,false
2025-04-04T15:03:45.000+05:00,563,4,true,true,true
2025-04-04T16:19:02.997+05:00,570,4,false,false,false
2025-04-04T19:03:14.000+05:00,577,4,true,true,true
2025-04-04T20:21:02.000+05:00,584,4,true,true,true
2025-04-04T18:07:16.000+05:00,564,5,false,false,true
2025-04-04T18:09:02.000+05:00,571,5,true,true,true
2025-04-04T18:20:07.000+05:00,578,5,false,false,true
2025-04-04T21:38:31.000+05:00,585,5,true,true,true
2025-04-04T14:19:04.371+05:00,565,6,false,false,false
2025-04-04T16:19:03.853+05:00,572,6,false,false,false
2025-04-04T18:19:03.410+05:00,579,6,false,false,false
2025-04-04T20:19:03.987+05:00,586,6,false,false,false
2025-04-04T14:22:07.000+05:00,566,7,true,true,true
2025-04-04T16:19:26.000+05:00,573,7,false,false,true
2025-04-04T18:19:03.917+05:00,580,7,false,false,false
2025-04-04T20:19:04.552+05:00,587,7,false,false,false
2025-04-04T14:19:05.309+05:00,567,8,false,false,false
2025-04-04T16:19:04.826+05:00,574,8,false,false,false
2025-04-04T18:19:04.390+05:00,581,8,false,false,false
2025-04-04T20:19:05.013+05:00,588,8,false,false,false
