date_created,notification_id,user_id,is_available,is_determined_to_adhere,is_perceived
2025-03-29T10:07:01.723+05:00,393,2,false,false,false
2025-03-29T12:07:02.108+05:00,400,2,false,false,false
2025-03-29T14:07:01.804+05:00,407,2,false,false,false
2025-03-29T16:07:02.238+05:00,414,2,false,false,false
2025-03-29T10:07:02.160+05:00,394,3,false,false,false
2025-03-29T12:07:02.563+05:00,401,3,false,false,false
2025-03-29T14:07:02.308+05:00,408,3,false,false,false
2025-03-29T16:35:28.000+05:00,415,3,true,true,true
2025-03-29T10:07:02.593+05:00,395,4,false,false,false
2025-03-29T12:07:02.980+05:00,402,4,false,false,false
2025-03-29T14:07:02.753+05:00,409,4,false,false,false
2025-03-29T22:19:19.000+05:00,416,4,true,true,true
2025-03-29T20:42:29.000+05:00,396,5,true,true,true
2025-03-29T20:42:53.000+05:00,403,5,true,true,true
2025-03-29T21:40:33.000+05:00,410,5,false,false,true
2025-03-29T21:43:48.000+05:00,417,5,false,false,true
2025-03-29T11:52:01.000+05:00,397,6,true,true,true
2025-03-29T13:46:16.000+05:00,404,6,true,true,true
2025-03-29T16:03:24.000+05:00,411,6,true,true,true
2025-03-29T21:32:51.000+05:00,418,6,true,true,true
2025-03-29T10:07:03.874+05:00,398,7,false,false,false
2025-03-29T12:07:04.478+05:00,405,7,false,false,false
2025-03-29T14:12:02.000+05:00,412,7,true,true,true
2025-03-29T16:20:04.000+05:00,419,7,true,true,true
2025-03-29T10:07:04.319+05:00,399,8,false,false,false
2025-03-29T12:07:04.904+05:00,406,8,false,false,false
2025-03-29T14:07:04.447+05:00,413,8,false,false,false
2025-03-29T16:07:05.146+05:00,420,8,false,false,false
