location,mood,device_type,user_id,notification_id,ongoing_activity,connection_rate,is_appropriate_time,is_busy,is_silent,location_distraction_rate,motivation_rate,surrounding_people,surrounding_people_distraction_rate,sleep_hours,work_hours
At work,Very positive,Smartphone,2,505,Working,4,true,false,false,2,4,With colleagues,1,7,0
At work,Somewhat negative,Smartphone,2,512,Working,4,true,true,false,5,2,With colleagues,4,7,2
At work,Somewhat positive,Smartphone,2,519,Working,4,true,false,false,2,4,With colleagues,2,7,0
At work,Somewhat positive,Smartphone,2,526,Working,4,true,false,false,3,4,With colleagues,2,7,6
At home,Somewhat positive,Smartphone,3,506,Exercising,4,false,false,false,1,4,Alone,1,8,0
At home,Somewhat positive,Smartphone,3,513,Using social media,4,true,false,false,1,4,Alone,1,8,0
At work,Very negative,Laptop/Desktop,3,520,Working,4,false,true,false,5,1,With colleagues,5,8,2
In transit,Somewhat positive,Smartwatch,3,527,Commuting,4,false,true,false,5,3,In a public,5,8,4
At work,Neutral,Smartphone,4,507,Commuting,2,true,false,true,1,3,With colleagues,2,7,1
At work,Somewhat positive,Laptop/Desktop,4,514,Sleeping,1,true,false,false,2,4,With colleagues,1,7,3
Outdoors,Neutral,Smartphone,4,521,Commuting,2,true,false,true,1,3,Alone,2,7,4
At work,Neutral,Laptop/Desktop,4,528,Working,2,false,true,false,1,1,With colleagues,1,7,6
At home,Very positive,Smartphone,5,508,Exercising,3,true,false,false,1,5,Alone,1,7,0
At study,Somewhat positive,Smartphone,5,515,Studying,3,false,true,false,4,3,With friends,4,7,0
At home,Neutral,Smartphone,5,522,Using social media,2,true,false,false,1,4,Alone,1,7,1
At home,Very positive,Laptop/Desktop,5,529,Other,3,true,false,false,2,4,Alone,2,7,4
At home,Neutral,Smartphone,6,509,Sleeping,3,false,true,false,3,3,Alone,3,5,2
At home,Somewhat positive,Smartphone,6,516,Working,3,false,true,false,3,3,Alone,3,5,3
At home,Somewhat positive,Smartphone,6,523,Working,3,true,true,false,3,3,Alone,3,5,2
At home,Neutral,Smartphone,6,530,Studying,3,false,true,false,3,3,Alone,3,5,3
At home,Neutral,Smartphone,7,510,Sleeping,2,false,true,false,1,1,Alone,1,5,0
At home,Somewhat positive,Smartphone,7,517,Other,3,true,false,false,1,4,With family,1,7,0
At home,Neutral,Smartphone,7,524,Studying,4,true,false,false,1,4,Alone,1,7,0
At home,Neutral,Smartphone,7,531,Other,3,true,true,false,5,2,Alone,1,7,0
At work,Very negative,Smartphone,8,511,Working,4,true,true,false,5,1,With colleagues,5,7,1
At work,Neutral,Smartphone,8,518,Working,4,true,false,false,3,3,With colleagues,3,0,2
At work,Somewhat positive,Smartphone,8,525,Working,4,true,false,false,2,4,With colleagues,2,0,2
At work,Very positive,Smartphone,8,532,Working,4,true,false,false,1,5,With colleagues,1,0,2
