location,mood,device_type,user_id,notification_id,ongoing_activity,connection_rate,is_appropriate_time,is_busy,is_silent,location_distraction_rate,motivation_rate,surrounding_people,surrounding_people_distraction_rate,sleep_hours,work_hours
At home,Somewhat positive,Smarphone,2,1,Relaxing,4,true,false,false,0,4,Alone,1,7,0
Outdoors,Neutral,Smarphone,2,8,Commuting,4,false,false,false,0,3,Alone,1,7,0
At home,Somewhat negative,Smarphone,2,15,Other,4,true,true,false,0,1,With family,3,7,0
Outdoors,Neutral,Smarphone,2,22,Exercising,4,true,false,false,0,5,In a public space,1,7,0
At home,Very negative,Smarphone,3,2,Relaxing,2,false,true,false,0,1,Alone,1,8,3
Outdoors,Neutral,Smarphone,3,9,Using social media,3,false,false,false,0,4,With friends,2,8,3
In transit,Neutral,Smartwatch,3,16,Commuting,2,true,true,false,0,3,In a public space,5,8,3
At work,Somewhat negative,Laptop/Desktop,3,23,Working,4,true,true,false,0,2,In a meeting,4,8,3
At home,Somewhat positive,Smarphone,4,3,Studying,4,false,true,false,0,3,Alone,2,10,4
At home,Very positive,Smarphone,4,10,Using social media,3,false,false,false,0,4,Alone,3,10,4
Outdoors,Neutral,Smarphone,4,17,Commuting,2,false,true,false,0,2,Alone,4,10,4
At study,Somewhat positive,Smarphone,4,24,Watching TV,3,false,true,false,0,2,Alone,3,10,4
At home,Somewhat positive,Smarphone,5,4,Using social media,3,false,false,false,0,4,Alone,2,8,4
At study,Very positive,Laptop/Desktop,5,11,Studying,3,false,true,false,0,4,With friends,3,6,4
At work,Very positive,Laptop/Desktop,5,18,Working,4,true,true,false,0,3,In a meeting,4,7,4
At home,Very positive,Smarphone,5,25,Relaxing,3,false,false,false,0,5,Alone,1,8,5
Outdoors,Very positive,Smarphone,6,5,Commuting,4,true,false,false,0,5,Alone,1,6,4
At home,Neutral,Smarphone,6,12,Working,4,true,true,false,0,3,Alone,1,6,4
At home,Neutral,Smarphone,6,19,Studying,3,true,true,false,0,2,In a public space,1,7,5
At study,Somewhat positive,Smarphone,6,26,Commuting,3,true,false,false,0,4,Alone,2,7,5
At home,Neutral,Smarphone,8,7,Studying,3,true,true,false,0,3,Alone,3,6,2
At work,Neutral,Laptop/Desktop,8,14,Commuting,3,false,true,false,0,2,With friends,4,8,6
Outdoors,Somewhat positive,Smartwatch,8,21,Exercising,2,false,false,false,0,3,With friends,4,9,7
At work,Very positive,Other,8,28,Commuting,3,false,false,false,0,5,In a meeting,4,9,6
,,,7,6,,,,,,,,,,,
,,,7,13,,,,,,,,,,,
,,,7,20,,,,,,,,,,,
,,,7,27,,,,,,,,,,,
