date_created,notification_id,user_id,is_available,is_determined_to_adhere,is_perceived
2025-04-14T11:00:02.161+05:00,841,2,false,false,false
2025-04-14T13:00:01.679+05:00,848,2,false,false,false
2025-04-14T15:00:02.617+05:00,855,2,false,false,false
2025-04-14T17:25:30.000+05:00,862,2,true,true,true
2025-04-14T11:35:07.000+05:00,842,3,true,true,true
2025-04-14T13:00:02.181+05:00,849,3,false,false,false
2025-04-14T15:00:03.134+05:00,856,3,false,false,false
2025-04-14T17:00:02.985+05:00,863,3,false,false,false
2025-04-14T11:00:03.101+05:00,843,4,false,false,false
2025-04-14T14:21:03.000+05:00,850,4,false,false,true
2025-04-14T15:00:58.000+05:00,857,4,true,true,true
2025-04-14T17:26:56.000+05:00,864,4,true,true,true
2025-04-14T11:00:03.493+05:00,844,5,false,false,false
2025-04-14T13:10:38.000+05:00,851,5,true,true,true
2025-04-14T15:00:04.181+05:00,858,5,false,false,false
2025-04-14T17:00:04.003+05:00,865,5,false,false,false
2025-04-14T11:08:39.000+05:00,845,6,true,true,true
2025-04-14T13:52:33.000+05:00,852,6,true,true,true
2025-04-14T15:05:40.000+05:00,859,6,true,true,true
2025-04-14T17:25:12.000+05:00,866,6,true,true,true
2025-04-14T11:00:04.378+05:00,846,7,false,false,false
2025-04-14T13:02:45.000+05:00,853,7,true,true,true
2025-04-14T15:00:34.000+05:00,860,7,true,true,true
2025-04-14T22:05:36.000+05:00,867,7,false,false,true
2025-04-14T11:00:04.795+05:00,847,8,false,false,false
2025-04-14T13:37:51.000+05:00,854,8,true,true,true
2025-04-14T15:19:21.000+05:00,861,8,true,true,true
2025-04-14T17:19:23.000+05:00,868,8,true,true,true
