date_created,notification_id,user_id,is_available,is_determined_to_adhere,is_perceived
2025-04-12T11:20:49.000+05:00,785,2,true,true,true
2025-04-12T13:00:16.000+05:00,792,2,true,true,true
2025-04-12T15:10:19.000+05:00,799,2,true,true,true
2025-04-12T17:00:01.959+05:00,806,2,false,false,false
2025-04-12T11:00:02.348+05:00,786,3,false,false,false
2025-04-12T13:00:02.949+05:00,793,3,false,false,false
2025-04-12T15:00:02.533+05:00,800,3,false,false,false
2025-04-12T17:00:02.547+05:00,807,3,false,false,false
2025-04-12T11:00:02.793+05:00,787,4,false,false,false
2025-04-12T13:18:25.000+05:00,794,4,false,false,true
2025-04-12T15:20:13.000+05:00,801,4,true,true,true
2025-04-12T17:00:03.049+05:00,808,4,false,false,false
2025-04-12T11:00:03.212+05:00,788,5,false,false,false
2025-04-12T13:00:03.756+05:00,795,5,false,false,false
2025-04-12T15:00:32.000+05:00,802,5,true,true,true
2025-04-12T17:01:38.000+05:00,809,5,true,true,true
2025-04-12T11:00:03.732+05:00,789,6,false,false,false
2025-04-12T14:28:19.000+05:00,796,6,true,true,true
2025-04-12T15:00:03.809+05:00,803,6,false,false,false
2025-04-12T17:00:03.881+05:00,810,6,false,false,false
2025-04-12T11:29:48.000+05:00,790,7,false,false,true
2025-04-12T13:08:30.000+05:00,797,7,false,false,true
2025-04-12T15:00:28.000+05:00,804,7,true,true,true
2025-04-12T17:00:32.000+05:00,811,7,true,true,true
2025-04-12T11:00:04.677+05:00,791,8,false,false,false
2025-04-12T13:00:05.237+05:00,798,8,false,false,false
2025-04-12T15:03:28.000+05:00,805,8,true,true,true
2025-04-12T17:00:04.752+05:00,812,8,false,false,false
