date_created,notification_id,user_id,is_available,is_determined_to_adhere,is_perceived
2025-04-10T13:54:29.000+05:00,729,2,true,true,true
2025-04-10T15:50:02.718+05:00,736,2,false,false,false
2025-04-10T17:50:02.478+05:00,743,2,false,false,false
2025-04-10T19:50:01.848+05:00,750,2,false,false,false
2025-04-10T13:50:49.000+05:00,730,3,true,true,true
2025-04-10T15:50:03.225+05:00,737,3,false,false,false
2025-04-10T17:50:02.928+05:00,744,3,false,false,false
2025-04-10T19:50:02.296+05:00,751,3,false,false,false
2025-04-10T13:50:03.791+05:00,731,4,false,false,false
2025-04-10T15:50:03.664+05:00,738,4,false,false,false
2025-04-10T17:50:03.334+05:00,745,4,false,false,false
2025-04-10T19:50:02.706+05:00,752,4,false,false,false
2025-04-10T13:50:04.209+05:00,732,5,false,false,false
2025-04-10T15:50:04.134+05:00,739,5,false,false,false
2025-04-10T19:12:15.000+05:00,746,5,false,false,true
2025-04-10T19:50:03.112+05:00,753,5,false,false,false
2025-04-10T13:50:04.644+05:00,733,6,false,false,false
2025-04-10T15:50:04.606+05:00,740,6,false,false,false
2025-04-10T17:50:04.148+05:00,747,6,false,false,false
2025-04-10T19:50:03.578+05:00,754,6,false,false,false
2025-04-10T13:50:05.093+05:00,734,7,false,false,false
2025-04-10T15:50:05.110+05:00,741,7,false,false,false
2025-04-10T21:29:32.000+05:00,748,7,false,false,true
2025-04-10T21:30:50.000+05:00,755,7,false,false,true
2025-04-10T13:51:52.000+05:00,735,8,true,true,true
2025-04-10T15:50:05.580+05:00,742,8,false,false,false
2025-04-10T18:35:41.000+05:00,749,8,true,true,true
2025-04-10T19:50:04.438+05:00,756,8,false,false,false
