date_created,notification_id,user_id,is_available,is_determined_to_adhere,is_perceived
2025-04-06T14:39:43.000+05:00,617,2,true,true,true
2025-04-06T16:19:02.313+05:00,624,2,false,false,false
2025-04-06T18:22:01.000+05:00,631,2,true,true,true
2025-04-06T20:19:20.000+05:00,638,2,true,true,true
2025-04-06T14:19:02.993+05:00,618,3,false,false,false
2025-04-06T16:27:30.000+05:00,625,3,true,true,true
2025-04-06T18:19:02.169+05:00,632,3,false,false,false
2025-04-06T20:19:02.845+05:00,639,3,false,false,false
2025-04-06T14:35:41.000+05:00,619,4,true,true,true
2025-04-06T16:26:56.000+05:00,626,4,true,true,true
2025-04-06T18:19:02.583+05:00,633,4,false,false,false
2025-04-06T20:29:56.000+05:00,640,4,true,true,true
2025-04-06T21:06:01.000+05:00,620,5,true,true,true
2025-04-06T21:08:23.000+05:00,627,5,false,false,true
2025-04-06T21:10:55.000+05:00,634,5,false,false,true
2025-04-06T21:22:09.000+05:00,641,5,false,false,true
2025-04-06T14:19:04.266+05:00,621,6,false,false,false
2025-04-06T16:19:03.989+05:00,628,6,false,false,false
2025-04-06T18:19:03.564+05:00,635,6,false,false,false
2025-04-06T20:19:04.268+05:00,642,6,false,false,false
2025-04-06T14:19:29.000+05:00,622,7,true,true,true
2025-04-06T16:28:00.000+05:00,629,7,false,false,true
2025-04-06T18:19:04.050+05:00,636,7,false,false,false
2025-04-06T20:19:04.814+05:00,643,7,false,false,false
2025-04-06T14:19:05.211+05:00,623,8,false,false,false
2025-04-06T16:19:04.861+05:00,630,8,false,false,false
2025-04-06T18:19:04.477+05:00,637,8,false,false,false
2025-04-06T20:19:05.333+05:00,644,8,false,false,false
